FIPS,state,county,buildings,minimal_exposure,indirect_exposure,direct_exposure,burn_probability,wildfire_risk,population,svi,svi_socioeconomic,svi_household,svi_minority,svi_housing_transport,county_label,svi_quartile,high_high,compound_priority
26079,MI,"Kalkaska County, MI",18998,0.013738288,0.111643331,0.874618381,0.363,0.378,17934,0.3035,0.5332,0.1966,0.1861,0.2561,"Kalkaska County, MI",Q2,FALSE,0.34075
26081,MI,"Kent County, MI",269520,0.594709112,0.113620511,0.291670377,0.116,0.11,657321,0.4464,0.2587,0.4674,0.6437,0.6239,"Kent County, MI",Q2,FALSE,0.2782
26083,MI,"Keweenaw County, MI",3194,0.036944271,0.271446462,0.691609267,0.325,0.326,2088,0.0076,0.1098,0.0929,0.0229,0.0029,"Keweenaw County, MI",Q1: Least vulnerable,FALSE,0.1668
26085,MI,"Lake County, MI",14598,0.010754898,0.082819564,0.906425538,0.293,0.308,12285,0.721,0.9259,0.3118,0.5119,0.5342,"Lake County, MI",Q3,FALSE,0.5145
26087,MI,"Lapeer County, MI",58591,0.141096755,0.085337338,0.773565906,0.07,0.065,88687,0.2065,0.2507,0.2644,0.2733,0.2571,"Lapeer County, MI",Q1: Least vulnerable,FALSE,0.13574999999999998
26089,MI,"Leelanau County, MI",21985,0.050034114,0.143188538,0.806777348,0.134,0.13,22426,0.0118,0.0328,0.0687,0.3016,0.0229,"Leelanau County, MI",Q1: Least vulnerable,FALSE,0.0709
26091,MI,"Lenawee County, MI",64098,0.472916472,0.100923586,0.426159943,0.031,0.026,99263,0.4403,0.4171,0.3662,0.4165,0.5441,"Lenawee County, MI",Q2,FALSE,0.23315000000000002
26093,MI,"Livingston County, MI",94447,0.102237234,0.253295499,0.644467267,0.127,0.118,194302,0.0041,0.0318,0.0162,0.1339,0.049,"Livingston County, MI",Q1: Least vulnerable,FALSE,0.06105
26095,MI,"Luce County, MI",6933,0.01254868,0.243617482,0.743833838,0.404,0.45,5442,0.5313,0.5005,0.5698,0.5218,0.5037,"Luce County, MI",Q3,FALSE,0.49065000000000003
26097,MI,"Mackinac County, MI",16014,0.092918696,0.168040465,0.739040839,0.457,0.432,10843,0.6211,0.6029,0.448,0.6437,0.6465,"Mackinac County, MI",Q3,FALSE,0.52655
26099,MI,"Macomb County, MI",362728,0.913612955,0.009784191,0.076602854,0.055,0.049,878453,0.4079,0.4127,0.4095,0.5867,0.3353,"Macomb County, MI",Q2,FALSE,0.22845
26101,MI,"Manistee County, MI",22202,0.063372669,0.239347807,0.697279524,0.234,0.241,25058,0.3583,0.3961,0.2724,0.3592,0.4438,"Manistee County, MI",Q2,FALSE,0.29964999999999997
26103,MI,"Marquette County, MI",40974,0.069971201,0.330477864,0.599550935,0.514,0.529,66376,0.2291,0.3277,0.0353,0.2323,0.5571,"Marquette County, MI",Q1: Least vulnerable,FALSE,0.37905
26105,MI,"Mason County, MI",24431,0.132413737,0.236420941,0.631165323,0.222,0.227,29178,0.3812,0.3598,0.3032,0.2816,0.5756,"Mason County, MI",Q2,FALSE,0.3041
26107,MI,"Mecosta County, MI",29074,0.038178441,0.288608379,0.67321318,0.176,0.181,40128,0.6102,0.6141,0.2418,0.2816,0.9122,"Mecosta County, MI",Q3,FALSE,0.39559999999999995
26109,MI,"Menominee County, MI",24389,0.200992251,0.135798926,0.663208824,0.198,0.193,23433,0.1553,0.181,0.1565,0.2062,0.3194,"Menominee County, MI",Q1: Least vulnerable,FALSE,0.17415
26111,MI,"Midland County, MI",47572,0.281909527,0.130770201,0.587320272,0.129,0.124,83503,0.1683,0.1473,0.1257,0.2854,0.4413,"Midland County, MI",Q1: Least vulnerable,FALSE,0.14615
26113,MI,"Missaukee County, MI",16407,0.036813555,0.236667276,0.726519169,0.237,0.248,15089,0.4757,0.6246,0.5663,0.2062,0.2991,"Missaukee County, MI",Q2,FALSE,0.36185
26115,MI,"Monroe County, MI",91437,0.630160657,0.02708969,0.342749653,0.06,0.058,154823,0.1588,0.2771,0.1066,0.2914,0.2046,"Monroe County, MI",Q1: Least vulnerable,FALSE,0.1084
26117,MI,"Montcalm County, MI",44914,0.184797613,0.219708777,0.59549361,0.123,0.133,66901,0.4607,0.4722,0.1833,0.335,0.7273,"Montcalm County, MI",Q2,FALSE,0.29685
26119,MI,"Montmorency County, MI",14521,0.010467599,0.099028992,0.890503409,0.297,0.313,9261,0.4311,0.7518,0.3977,0.0627,0.1957,"Montmorency County, MI",Q2,FALSE,0.37205
26121,MI,"Muskegon County, MI",87599,0.337264124,0.192159728,0.470576148,0.175,0.171,175947,0.63,0.5091,0.4798,0.6029,0.7945,"Muskegon County, MI",Q3,FALSE,0.4005
26123,MI,"Newaygo County, MI",38239,0.050628939,0.198174638,0.751196423,0.254,0.264,50130,0.5463,0.5367,0.6974,0.3322,0.4868,"Newaygo County, MI",Q3,FALSE,0.40515
26125,MI,"Oakland County, MI",504353,0.667566169,0.086040928,0.246392903,0.103,0.092,1272264,0.1435,0.1298,0.1225,0.6656,0.2119,"Oakland County, MI",Q1: Least vulnerable,FALSE,0.11775
26127,MI,"Oceana County, MI",24719,0.024798738,0.272745661,0.702455601,0.202,0.202,26707,0.6252,0.5212,0.7051,0.5218,0.6443,"Oceana County, MI",Q3,FALSE,0.41359999999999997
26129,MI,"Ogemaw County, MI",24392,0.079124303000000007,0.135495244,0.785380453,0.486,0.518,20820,0.4766,0.6503,0.4919,0.1152,0.3681,"Ogemaw County, MI",Q2,FALSE,0.4973
26131,MI,"Ontonagon County, MI",8818,0.006577455,0.196303017,0.797119528,0.407,0.393,5862,0.1269,0.2899,0.2033,0.1037,0.0939,"Ontonagon County, MI",Q1: Least vulnerable,FALSE,0.25995
26133,MI,"Osceola County, MI",22501,0.051197725,0.208257411,0.740544865,0.163,0.166,23022,0.5924,0.6608,0.6115,0.182,0.5924,"Osceola County, MI",Q3,FALSE,0.37920000000000004
26135,MI,"Oscoda County, MI",12773,0.001878963,0.090190245,0.907930792,0.65,0.704,8264,0.5797,0.8801,0.5482,0.0932,0.2778,"Oscoda County, MI",Q3,FALSE,0.64185
26137,MI,"Otsego County, MI",20858,0.011362547,0.184677342,0.803960111,0.328,0.338,25221,0.2759,0.3322,0.5692,0.0983,0.2339,"Otsego County, MI",Q2,FALSE,0.30695
26139,MI,"Ottawa County, MI",123523,0.445317876,0.169668807,0.385013317,0.101,0.095,296183,0.1371,0.0544,0.119,0.4814,0.4801,"Ottawa County, MI",Q1: Least vulnerable,FALSE,0.11605
26141,MI,"Presque Isle County, MI",17552,0.056973564,0.238890155,0.704136281,0.129,0.143,13083,0.1957,0.356,0.3083,0.0579,0.1534,"Presque Isle County, MI",Q1: Least vulnerable,FALSE,0.16935
26143,MI,"Roscommon County, MI",29174,0.063686844,0.301706999,0.634606156,0.44,0.465,23556,0.3898,0.5129,0.5065,0.1696,0.2781,"Roscommon County, MI",Q2,FALSE,0.4274
26145,MI,"Saginaw County, MI",110125,0.637884222,0.042706016,0.319409762,0.039,0.038,189821,0.6707,0.601,0.6774,0.6885,0.6013,"Saginaw County, MI",Q3,FALSE,0.35435
26147,MI,"St. Clair County, MI",98860,0.407374064,0.063878212,0.528747724,0.063,0.06,160257,0.2914,0.4302,0.3707,0.2781,0.1985,"St. Clair County, MI",Q2,FALSE,0.1757
26149,MI,"St. Joseph County, MI",41274,0.448078694,0.105974706,0.445946601,0.032,0.029,60887,0.5905,0.5667,0.763,0.4248,0.4712,"St. Joseph County, MI",Q3,FALSE,0.30975
26151,MI,"Sanilac County, MI",42222,0.432523329,0.036521245,0.530955426,0.026,0.024,40759,0.4613,0.5577,0.5017,0.1508,0.4397,"Sanilac County, MI",Q2,FALSE,0.24265
26153,MI,"Schoolcraft County, MI",9582,0.026508036,0.24159883099999999,0.731893133,0.418,0.439,8062,0.552,0.7016,0.6265,0.434,0.2762,"Schoolcraft County, MI",Q3,FALSE,0.49550000000000005
26155,MI,"Shiawassee County, MI",47639,0.473624551,0.049455278,0.47692017,0.05,0.046,68124,0.1489,0.2224,0.1709,0.1339,0.2383,"Shiawassee County, MI",Q1: Least vulnerable,FALSE,0.09745000000000001
26157,MI,"Tuscola County, MI",43641,0.255264545,0.132306776,0.612428679,0.056,0.054,53218,0.2841,0.3786,0.2555,0.2109,0.3544,"Tuscola County, MI",Q2,FALSE,0.16905
26159,MI,"Van Buren County, MI",54323,0.095153066,0.226220938,0.678625996,0.077,0.072,75636,0.6494,0.5593,0.7413,0.5326,0.6281,"Van Buren County, MI",Q3,FALSE,0.36069999999999997
26161,MI,"Washtenaw County, MI",138564,0.48875609800000003,0.126591322,0.384652579,0.118,0.108,370231,0.3223,0.2571,0.0232,0.6847,0.8056,"Washtenaw County, MI",Q2,FALSE,0.21514999999999998
26163,MI,"Wayne County, MI",835554,0.951058818,0.005592697,0.043348485,0.117,0.106,1781641,0.861,0.8234,0.881,0.8769,0.6367,"Wayne County, MI",Q4: Most vulnerable,FALSE,0.4835
26165,MI,"Wexford County, MI",25312,0.161859987,0.143844817,0.694295196,0.214,0.221,33766,0.5056,0.5355,0.5581,0.2109,0.5288,"Wexford County, MI",Q3,FALSE,0.3633
27001,MN,"Aitkin County, MN",26656,0.028136255,0.075855342,0.896008403,0.373,0.372,15859,0.2838,0.4464,0.2698,0.1508,0.2755,"Aitkin County, MN",Q2,FALSE,0.32789999999999997
27003,MN,"Anoka County, MN",142862,0.538260699,0.069577634,0.392161667,0.444,0.514,363985,0.1807,0.0837,0.3303,0.5654,0.3178,"Anoka County, MN",Q1: Least vulnerable,FALSE,0.34735
27005,MN,"Becker County, MN",35931,0.125295706,0.090256325,0.78444797,0.521,0.557,35202,0.3808,0.2615,0.4451,0.4165,0.5616,"Becker County, MN",Q2,FALSE,0.46890000000000004
27007,MN,"Beltrami County, MN",36422,0.129976388,0.059359728,0.810663884,0.736,0.771,46274,0.755,0.5768,0.4572,0.6548,0.9647,"Beltrami County, MN",Q4: Most vulnerable,TRUE,0.763
27009,MN,"Benton County, MN",23800,0.442142857,0.153487395,0.404369748,0.449,0.455,41300,0.3719,0.1362,0.4136,0.3748,0.8301,"Benton County, MN",Q2,FALSE,0.41345
27011,MN,"Big Stone County, MN",7804,0.47808816,0.026652998,0.495258842,0.384,0.478,5161,0.0881,0.0592,0.1855,0.0474,0.3567,"Big Stone County, MN",Q1: Least vulnerable,FALSE,0.28304999999999997
27013,MN,"Blue Earth County, MN",36298,0.611741694,0.070196705,0.318061601,0.111,0.132,69022,0.3831,0.2822,0.0433,0.4018,0.9325,"Blue Earth County, MN",Q2,FALSE,0.25755
27015,MN,"Brown County, MN",24975,0.725125125,0.037117117,0.237757758,0.098,0.125,25880,0.1145,0.05,0.237,0.1928,0.413,"Brown County, MN",Q1: Least vulnerable,FALSE,0.11975
27017,MN,"Carlton County, MN",27548,0.039022797,0.198852911,0.762124292,0.289,0.285,36362,0.3678,0.21,0.4808,0.3649,0.6386,"Carlton County, MN",Q2,FALSE,0.3264
27019,MN,"Carver County, MN",44709,0.578384665,0.084009931,0.337605404,0.2,0.22,107216,0.0337,0.0048,0.1954,0.3818,0.0862,"Carver County, MN",Q1: Least vulnerable,FALSE,0.12685
27021,MN,"Cass County, MN",42825,0.025522475,0.066853473,0.907624051,0.38,0.398,30288,0.3465,0.4763,0.2291,0.5202,0.2657,"Cass County, MN",Q2,FALSE,0.37224999999999997
27023,MN,"Chippewa County, MN",12639,0.619431917,0.014478994,0.366089089,0.24,0.306,12466,0.6452,0.5145,0.8024,0.4222,0.6806,"Chippewa County, MN",Q3,FALSE,0.4756
27025,MN,"Chisago County, MN",34712,0.146347085,0.136984328,0.716668587,0.381,0.399,56927,0.0426,0.0385,0.0251,0.2323,0.3131,"Chisago County, MN",Q1: Least vulnerable,FALSE,0.2208
27027,MN,"Clay County, MN",32503,0.672922499,0.012091192,0.314986309,0.414,0.425,65307,0.4381,0.2514,0.2383,0.4314,0.8807,"Clay County, MN",Q2,FALSE,0.43155
27029,MN,"Clearwater County, MN",11436,0.071178734,0.086131515,0.842689752,0.648,0.68,8541,0.7779,0.7381,0.5552,0.4658,0.9109,"Clearwater County, MN",Q4: Most vulnerable,FALSE,0.72895
27031,MN,"Cook County, MN",8139,0.028013269,0.120285047,0.851701683,0.869,0.888,5611,0.084,0.0503,0.1298,0.4378,0.2253,"Cook County, MN",Q1: Least vulnerable,FALSE,0.486
27033,MN,"Cottonwood County, MN",13918,0.58427935,0.011136658,0.404583992,0.128,0.168,11481,0.4903,0.1823,0.9004,0.4613,0.6102,"Cottonwood County, MN",Q2,FALSE,0.32915
27035,MN,"Crow Wing County, MN",57163,0.056802477,0.149782202,0.793415321,0.423,0.429,66558,0.2087,0.2889,0.2393,0.1152,0.2984,"Crow Wing County, MN",Q1: Least vulnerable,FALSE,0.31884999999999997
27037,MN,"Dakota County, MN",150432,0.678957934,0.114922357,0.206119709,0.186,0.192,439179,0.1492,0.0601,0.4123,0.6013,0.2071,"Dakota County, MN",Q1: Least vulnerable,FALSE,0.1706
27039,MN,"Dodge County, MN",16516,0.569084524,0.037418261,0.393497215,0.019,0.02,20893,0.0401,0.0111,0.1839,0.265,0.1543,"Dodge County, MN",Q1: Least vulnerable,FALSE,0.03005
27041,MN,"Douglas County, MN",31974,0.406173766,0.02132983,0.572496403,0.33,0.352,39081,0.1174,0.0614,0.2886,0.0675,0.3971,"Douglas County, MN",Q1: Least vulnerable,FALSE,0.2347
27043,MN,"Faribault County, MN",18373,0.637293855,0.010885539,0.351820606,0.021,0.032,13931,0.1629,0.1661,0.3742,0.328,0.1734,"Faribault County, MN",Q1: Least vulnerable,FALSE,0.09745
27045,MN,"Fillmore County, MN",25762,0.289845509,0.203400357,0.506754134,0.098,0.096,21251,0.2004,0.1584,0.371,0.0579,0.433,"Fillmore County, MN",Q1: Least vulnerable,FALSE,0.1482
27047,MN,"Freeborn County, MN",26371,0.663418149,0.002502749,0.334079102,0.068,0.091,30857,0.4986,0.3516,0.7203,0.4763,0.524,"Freeborn County, MN",Q2,FALSE,0.2948
27049,MN,"Goodhue County, MN",35916,0.27363849,0.256710101,0.469651409,0.106,0.103,47697,0.1645,0.1266,0.1196,0.2733,0.4979,"Goodhue County, MN",Q1: Least vulnerable,FALSE,0.13375
27051,MN,"Grant County, MN",8215,0.389166159,0.069750456,0.541083384,0.212,0.266,6091,0.1998,0.2323,0.4951,0.1339,0.1861,"Grant County, MN",Q1: Least vulnerable,FALSE,0.2329
27053,MN,"Hennepin County, MN",432782,0.80397752199999994,0.059681318,0.13634116,0.299,0.32,1270787,0.4108,0.1979,0.1979,0.7038,0.8126,"Hennepin County, MN",Q2,FALSE,0.3654
27055,MN,"Houston County, MN",18456,0.036736021,0.395318596,0.567945384,0.222,0.213,18826,0.0207,0.0235,0.1546,0.0983,0.0716,"Houston County, MN",Q1: Least vulnerable,FALSE,0.11685
27057,MN,"Hubbard County, MN",25949,0.085513893,0.034490732,0.879995376,0.397,0.44,21479,0.2809,0.2358,0.2937,0.2364,0.5297,"Hubbard County, MN",Q2,FALSE,0.36045
27059,MN,"Isanti County, MN",27606,0.099471129,0.168731435,0.731797435,0.417,0.439,41257,0.0913,0.2081,0.1199,0.1861,0.0996,"Isanti County, MN",Q1: Least vulnerable,FALSE,0.26515
27061,MN,"Itasca County, MN",48218,0.014310009,0.198121034,0.787568958,0.234,0.249,45054,0.4012,0.3465,0.3089,0.314,0.6405,"Itasca County, MN",Q2,FALSE,0.3251
27063,MN,"Jackson County, MN",15277,0.493945146,0.053610002,0.452444852,0.185,0.228,9990,0.0856,0.0264,0.3503,0.2485,0.2386,"Jackson County, MN",Q1: Least vulnerable,FALSE,0.1568
27065,MN,"Kanabec County, MN",16621,0.051019794,0.120690692,0.828289513,0.481,0.475,16145,0.2612,0.308,0.1304,0.1225,0.5565,"Kanabec County, MN",Q2,FALSE,0.3681
27067,MN,"Kandiyohi County, MN",32909,0.46923334,0.100246133,0.430520526,0.276,0.302,43686,0.5383,0.2765,0.7684,0.5667,0.6895,"Kandiyohi County, MN",Q3,FALSE,0.42015
27069,MN,"Kittson County, MN",7520,0.31037234,0.095345745,0.594281915,0.895,0.89,4191,0.0958,0.0232,0.1123,0.1037,0.609,"Kittson County, MN",Q1: Least vulnerable,FALSE,0.4929
27071,MN,"Koochiching County, MN",15890,0.139081183,0.256073002,0.604845815,0.397,0.405,12072,0.3118,0.1989,0.5119,0.2536,0.5323,"Koochiching County, MN",Q2,FALSE,0.35840000000000005
27073,MN,"Lac qui Parle County, MN",12064,0.451259947,0.035477454,0.513262599,0.384,0.475,6736,0.0535,0.0169,0.4932,0.0932,0.1276,"Lac qui Parle County, MN",Q1: Least vulnerable,FALSE,0.26425
27075,MN,"Lake County, MN",11932,0.011230305,0.30497821,0.683791485,0.692,0.757,10915,0.0805,0.0741,0.2873,0.0474,0.1934,"Lake County, MN",Q1: Least vulnerable,FALSE,0.41875
27077,MN,"Lake of the Woods County, MN",7317,0.041820418,0.145004783,0.813174798,0.639,0.661,3786,0.0417,0.0942,0.0264,0.2265,0.1588,"Lake of the Woods County, MN",Q1: Least vulnerable,FALSE,0.35135
27079,MN,"Le Sueur County, MN",22978,0.469274959,0.114761946,0.415963095,0.146,0.18,28795,0.0694,0.069,0.3408,0.2879,0.0786,"Le Sueur County, MN",Q1: Least vulnerable,FALSE,0.1247
27081,MN,"Lincoln County, MN",9967,0.421089596,0.050767533,0.528142871,0.236,0.303,5630,0.069,0.0961,0.3073,0.0675,0.1002,"Lincoln County, MN",Q1: Least vulnerable,FALSE,0.186
27083,MN,"Lyon County, MN",20110,0.68264545,0.002337146,0.315017404,0.123,0.174,25352,0.5348,0.2125,0.7245,0.4913,0.8498,"Lyon County, MN",Q3,FALSE,0.35440000000000005
27085,MN,"McLeod County, MN",26376,0.720313922,0.008568396,0.271117683,0.109,0.135,36727,0.1126,0.0875,0.2603,0.3086,0.2087,"McLeod County, MN",Q1: Least vulnerable,FALSE,0.12380000000000001
27087,MN,"Mahnomen County, MN",6228,0.261721259,0.050417469,0.687861272,0.586,0.634,5389,0.9577,0.944,0.8645,0.8941,0.8708,"Mahnomen County, MN",Q4: Most vulnerable,FALSE,0.79585
27089,MN,"Marshall County, MN",14296,0.331491326,0.086387801,0.582120873,0.784,0.795,9017,0.1133,0.0414,0.4925,0.2062,0.2246,"Marshall County, MN",Q1: Least vulnerable,FALSE,0.45415
27091,MN,"Martin County, MN",21750,0.664965517,0,0.335034483,0.047,0.077,19960,0.2867,0.2364,0.504,0.2536,0.3859,"Martin County, MN",Q2,FALSE,0.18185
27093,MN,"Meeker County, MN",22259,0.545981401,0.028887192,0.425131408,0.168,0.191,23352,0.1018,0.0611,0.286,0.1508,0.2701,"Meeker County, MN",Q1: Least vulnerable,FALSE,0.1464
27095,MN,"Mille Lacs County, MN",22753,0.069573243,0.233419769,0.697006988,0.541,0.542,26680,0.5406,0.3754,0.6137,0.3484,0.7636,"Mille Lacs County, MN",Q3,FALSE,0.5413
27097,MN,"Morrison County, MN",35403,0.235799226,0.112589329,0.651611445,0.553,0.579,34023,0.1448,0.217,0.1394,0.0474,0.2997,"Morrison County, MN",Q1: Least vulnerable,FALSE,0.3619
27099,MN,"Mower County, MN",29365,0.70628299,0.019444917,0.274272093,0.022,0.025,40082,0.5021,0.1845,0.8215,0.6083,0.6697,"Mower County, MN",Q3,FALSE,0.26355
27101,MN,"Murray County, MN",13926,0.569725693,0.013069079,0.417205228,0.111,0.16,8170,0.0983,0.0719,0.5008,0.2733,0.0942,"Murray County, MN",Q1: Least vulnerable,FALSE,0.12915
27103,MN,"Nicollet County, MN",21020,0.473263559,0.239153187,0.287583254,0.173,0.209,34380,0.1877,0.0468,0.2781,0.3888,0.5943,"Nicollet County, MN",Q1: Least vulnerable,FALSE,0.19835
27105,MN,"Nobles County, MN",20540,0.66781889,0,0.33218111,0.048,0.073,22194,0.8323,0.5549,0.9599,0.8225,0.797,"Nobles County, MN",Q4: Most vulnerable,FALSE,0.45265
27107,MN,"Norman County, MN",9645,0.417625713,0.058786936,0.523587351,0.425,0.443,6457,0.2806,0.2326,0.2946,0.3535,0.4763,"Norman County, MN",Q2,FALSE,0.3618
27109,MN,"Olmsted County, MN",74538,0.558265583,0.10931337000000001,0.332421047,0.057,0.056,162307,0.2361,0.0627,0.2841,0.5654,0.6367,"Olmsted County, MN",Q1: Least vulnerable,FALSE,0.14605
27111,MN,"Otter Tail County, MN",67475,0.217739904,0.071626528,0.710633568,0.406,0.437,60072,0.3303,0.2482,0.4852,0.2444,0.5221,"Otter Tail County, MN",Q2,FALSE,0.38365
27113,MN,"Pennington County, MN",12681,0.481665484,0.013248167,0.50508635,0.691,0.726,13995,0.1416,0.0436,0.2205,0.3217,0.5091,"Pennington County, MN",Q1: Least vulnerable,FALSE,0.43379999999999996
27115,MN,"Pine County, MN",31473,0.038350332,0.108950529,0.852699139,0.378,0.38,29090,0.4919,0.4493,0.1689,0.3446,0.8482,"Pine County, MN",Q2,FALSE,0.43595
27117,MN,"Pipestone County, MN",11791,0.60681876,0.010601306,0.382579934,0.194,0.237,9380,0.2288,0.1059,0.7509,0.4248,0.2043,"Pipestone County, MN",Q1: Least vulnerable,FALSE,0.2329
27119,MN,"Polk County, MN",29385,0.478135103,0.053734899,0.468129998,0.532,0.561,31128,0.4365,0.2027,0.4018,0.4314,0.8428,"Polk County, MN",Q2,FALSE,0.49875
27121,MN,"Pope County, MN",14273,0.243957122,0.199187277,0.556855601,0.32,0.338,11312,0.028,0.0315,0.0585,0.0821,0.1779,"Pope County, MN",Q1: Least vulnerable,FALSE,0.18300000000000002
27123,MN,"Ramsey County, MN",195605,0.886173666,0.016681578,0.097144756,0.264,0.289,547202,0.7076,0.4346,0.5278,0.7881,0.9456,"Ramsey County, MN",Q3,FALSE,0.49829999999999997
27125,MN,"Red Lake County, MN",5661,0.190779014,0.219572514,0.589648472,0.519,0.537,3912,0.0891,0.0216,0.2978,0.2399,0.3143,"Red Lake County, MN",Q1: Least vulnerable,FALSE,0.31305
27127,MN,"Redwood County, MN",19835,0.608268213,0.02379632,0.367935468,0.083,0.111,15428,0.1794,0.1047,0.3341,0.4085,0.3223,"Redwood County, MN",Q1: Least vulnerable,FALSE,0.1452
27129,MN,"Renville County, MN",20293,0.642586113,0.03508599,0.322327896,0.093,0.117,14707,0.2482,0.118,0.4957,0.4057,0.4375,"Renville County, MN",Q1: Least vulnerable,FALSE,0.1826
27131,MN,"Rice County, MN",34128,0.410864979,0.195235584,0.393899437,0.145,0.165,67152,0.4598,0.2984,0.2491,0.5269,0.8253,"Rice County, MN",Q2,FALSE,0.3124
27133,MN,"Rock County, MN",11803,0.611369991,0.009997458,0.378632551,0.115,0.13,9659,0.1304,0.07,0.1594,0.1696,0.4887,"Rock County, MN",Q1: Least vulnerable,FALSE,0.13019999999999998
27135,MN,"Roseau County, MN",17505,0.209997144,0.099742931,0.690259926,0.849,0.856,15294,0.2504,0.139,0.4069,0.3016,0.5097,"Roseau County, MN",Q2,FALSE,0.5532
27137,MN,"St. Louis County, MN",148248,0.174633047,0.258903999,0.566462954,0.55,0.616,200122,0.3054,0.2542,0.0964,0.2816,0.7684,"St. Louis County, MN",Q2,FALSE,0.4607
27139,MN,"Scott County, MN",57882,0.472616703,0.164731696,0.362651602,0.23,0.248,151347,0.1034,0.0175,0.4359,0.5616,0.1807,"Scott County, MN",Q1: Least vulnerable,FALSE,0.1757
27141,MN,"Sherburne County, MN",46388,0.153703544,0.186772441,0.659524015,0.435,0.448,97820,0.1047,0.0245,0.3799,0.3592,0.2612,"Sherburne County, MN",Q1: Least vulnerable,FALSE,0.27635
27143,MN,"Sibley County, MN",18078,0.552937272,0.111406129,0.335656599,0.085,0.11,14950,0.1139,0.0624,0.168,0.3675,0.3293,"Sibley County, MN",Q1: Least vulnerable,FALSE,0.11195
27145,MN,"Stearns County, MN",91960,0.427490213,0.194399739,0.378110048,0.327,0.333,158622,0.4572,0.2673,0.3035,0.4725,0.8473,"Stearns County, MN",Q2,FALSE,0.3951
27147,MN,"Steele County, MN",23969,0.708790521,0.008636155,0.282573324,0.061,0.082,37396,0.3105,0.1562,0.524,0.4273,0.5247,"Steele County, MN",Q2,FALSE,0.19625
27149,MN,"Stevens County, MN",9658,0.596500311,5.17706e-4,0.402981984,0.196,0.264,9682,0.1728,0.0732,0.1435,0.42,0.5555,"Stevens County, MN",Q1: Least vulnerable,FALSE,0.2184
27151,MN,"Swift County, MN",12511,0.331947886,0.25289745,0.415154664,0.326,0.388,9806,0.5119,0.3204,0.9618,0.3503,0.3487,"Swift County, MN",Q3,FALSE,0.44995
27153,MN,"Todd County, MN",30434,0.116481567,0.182821844,0.700696589,0.438,0.467,25277,0.5915,0.4031,0.7763,0.363,0.7331,"Todd County, MN",Q3,FALSE,0.52925
27155,MN,"Traverse County, MN",6044,0.484447386,0.071144937,0.444407677,0.268,0.354,3345,0.1829,0.0713,0.4257,0.3977,0.3691,"Traverse County, MN",Q1: Least vulnerable,FALSE,0.26844999999999997
27157,MN,"Wabasha County, MN",21414,0.250677127,0.297468946,0.451853927,0.122,0.12,21460,0.0986,0.0449,0.3293,0.0983,0.2949,"Wabasha County, MN",Q1: Least vulnerable,FALSE,0.1093
27159,MN,"Wadena County, MN",13827,0.10298691,0.176900268,0.720112823,0.573,0.64,14108,0.7448,0.5027,0.7604,0.2265,0.9822,"Wadena County, MN",Q3,FALSE,0.6924
27161,MN,"Waseca County, MN",15185,0.650971353,0.015673362,0.333355285,0.071,0.108,18953,0.2195,0.1158,0.4973,0.3388,0.3818,"Waseca County, MN",Q1: Least vulnerable,FALSE,0.16375
27163,MN,"Washington County, MN",103089,0.507154013,0.108808893,0.384037094,0.289,0.302,268651,0.0503,0.0134,0.1938,0.5326,0.1263,"Washington County, MN",Q1: Least vulnerable,FALSE,0.17615
27165,MN,"Watonwan County, MN",11721,0.671444416,0,0.328555584,0.036,0.065,11205,0.6583,0.5199,0.7261,0.6701,0.6557,"Watonwan County, MN",Q3,FALSE,0.36165
27167,MN,"Wilkin County, MN",8179,0.609609977,0.013693606,0.376696418,0.236,0.288,6454,0.1556,0.1629,0.0729,0.2164,0.4941,"Wilkin County, MN",Q1: Least vulnerable,FALSE,0.2218
27169,MN,"Winona County, MN",32068,0.196925284,0.41892229,0.384152426,0.158,0.154,49792,0.2377,0.2208,0.0134,0.2816,0.8664,"Winona County, MN",Q1: Least vulnerable,FALSE,0.19585
27171,MN,"Wright County, MN",72315,0.474617991,0.076332711,0.449049298,0.229,0.245,142543,0.0235,0.0165,0.1149,0.2914,0.0827,"Wright County, MN",Q1: Least vulnerable,FALSE,0.13425
27173,MN,"Yellow Medicine County, MN",14281,0.545480008,0.005671872,0.44884812,0.174,0.21,9569,0.237,0.076,0.5829,0.335,0.483,"Yellow Medicine County, MN",Q1: Least vulnerable,FALSE,0.22349999999999998
28001,MS,"Adams County, MS",17417,0.002239192,0.308606534,0.689154275,0.503,0.481,29425,0.971,0.9523,0.9402,0.936,0.8393,"Adams County, MS",Q4: Most vulnerable,FALSE,0.726
28003,MS,"Alcorn County, MS",22501,0.049997778,0.100128883,0.849873339,0.651,0.609,34717,0.8944,0.9494,0.6761,0.5161,0.8785,"Alcorn County, MS",Q4: Most vulnerable,FALSE,0.7517
28005,MS,"Amite County, MS",12368,8.0854e-5,0.044469599,0.955449547,0.757,0.718,12683,0.7894,0.7808,0.9348,0.8027,0.3646,"Amite County, MS",Q4: Most vulnerable,FALSE,0.7537
28007,MS,"Attala County, MS",13200,0.002121212,0.082424242,0.915454545,0.664,0.627,17842,0.957,0.9411,0.8893,0.8549,0.8603,"Attala County, MS",Q4: Most vulnerable,FALSE,0.792
